[15:47:16] INFO     Adding `YAGEO_CC0603KRX7R9BB104:C0603` as `c1` (C3)                                                                                                                                                                                                                                                                                                                                                                                                                                             
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 75.0, "max": 75.0}}]}}, "unit": "volt"}}` to `r24` (R10)                                                                                                                                                                                                                                          
           INFO     Adding `PARAM_resistance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9900.000002235174, "max": 10099.999997764826}}]}}, "unit": "ohm"}}` to `r24` (R10)                                                                                                                                                                                                            
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf` to `r24` (R10)                                                                                                                                                                                                                                                                                                                                                  
           INFO     Updating `Reference`->`R10` on `r24` (R10)                                                                                                                                                                                                                                                                                                                                                                                                                                                      
           INFO     Updating `Value`->`10kΩ ±1% 100mW` on `r24` (R10)                                                                                                                                                                                                                                                                                                                                                                                                                                               
           INFO     Adding `atopile_address`=`r24` to `r24` (R10)                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Adding `UNI_ROYAL_0603WAF1002T5E:R0603` as `r25` (R11)                                                                                                                                                                                                                                                                                                                                                                                                                                          
           INFO     Adding `LCSC`=`C25804` to `r25` (R11)                                                                                                                                                                                                                                                                                                                                                                                                                                                           
           INFO     Adding `Manufacturer`=`UNI-ROYAL(Uniroyal Elec)` to `r25` (R11)                                                                                                                                                                                                                                                                                                                                                                                                                                 
           INFO     Adding `Partnumber`=`0603WAF1002T5E` to `r25` (R11)                                                                                                                                                                                                                                                                                                                                                                                                                                             
           INFO     Adding `PARAM_max_power`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 0.1, "max": 0.1}}]}}, "unit": "watt"}}` to `r25` (R11)                                                                                                                                                                                                                                              
           INFO     Adding `PARAM_max_voltage`=`{"type": "Quantity_Set_Discrete", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 75.0, "max": 75.0}}]}}, "unit": "volt"}}` to `r25` (R11)                                                                                                                                                                                                                                          
           INFO     Adding `PARAM_resistance`=`{"type": "Quantity_Interval_Disjoint", "data": {"intervals": {"type": "Numeric_Interval_Disjoint", "data": {"intervals": [{"type": "Numeric_Interval", "data": {"min": 9900.000002235174, "max": 10099.999997764826}}]}}, "unit": "ohm"}}` to `r25` (R11)                                                                                                                                                                                                            
           INFO     Adding `Datasheet`=`https://www.lcsc.com/datasheet/lcsc_datasheet_2206010045_UNI-ROYAL-Uniroyal-Elec-0603WAF1002T5E_C25804.pdf` to `r25` (R11)                                                                                                                                                                                                                                                                                                                                                  
           INFO     Updating `Reference`->`R11` on `r25` (R11)                                                                                                                                                                                                                                                                                                                                                                                                                                                      
           INFO     Updating `Value`->`10kΩ ±1% 100mW` on `r25` (R11)                                                                                                                                                                                                                                                                                                                                                                                                                                               
           INFO     Adding `atopile_address`=`r25` to `r25` (R11)                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Adding net `footprint-net-12`                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Renaming net `footprint-net-0`->`footprint-net-20`                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding net `footprint-net-5`                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding net `footprint-net-18`                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Renaming net `footprint-net-5`->`footprint-net-25`                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding net `footprint-net-19`                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Renaming net `footprint-net-1`->`footprint-net-21`                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding net `footprint-net-13`                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Adding net `footprint-net-6`                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Renaming net `footprint-net-2`->`footprint-net-22`                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding net `vcc`                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
           INFO     Adding net `i2c_sda`                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Adding net `gnd`                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
           INFO     Adding net `footprint-net-7`                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding net `footprint-net-0`                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding net `i2c_scl`                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
           INFO     Renaming net `footprint-net-4`->`footprint-net-24`                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding net `footprint-net-8`                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding net `footprint-net-1`                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding net `footprint-net-14`                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Adding net `footprint-net-9`                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding net `footprint-net-2`                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding net `footprint-net-15`                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Renaming net `footprint-net-3`->`footprint-net-23`                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Adding net `footprint-net-16`                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Adding net `footprint-net-10`                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Adding net `footprint-net-3`                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding net `footprint-net-11`                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Adding net `footprint-net-4`                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
           INFO     Adding net `footprint-net-17`                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
           INFO     Removing net `gnd`                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Removing net `i2c_sda`                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
           INFO     Removing net `vcc`                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
           INFO     Removing net `i2c_scl`                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
           INFO     Positioning 0 footprints                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
           INFO     Applying routes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
           INFO     Backing up layout to /Users/glovepost/Projects/aertactx-dogtracker/build/builds/default/default.20260109-154716.kicad_pcb                                                                                                                                                                                                                                                                                                                                                                       
           INFO     Updating layout /Users/glovepost/Projects/aertactx-dogtracker/layouts/default/default.kicad_pcb                                                                                                                                                                                                                                                                                                                                                                                                 
